Date,Temperature
1426186800,46.12
1426190400,45.95
1426194000,45.79
1426197600,45.24
1426201200,43.36
1426204800,41.5
1426208400,39.65
1426212000,38.44
1426219200,35.86
1426222800,33.87
1426226400,32.55
1426230000,31.44
1426233600,30.39
1426237200,29.93
1426240800,29.19
1426244400,27.51
1426248000,28.4
1426251600,32.82
1426255200,34.17
1426258800,36.91
1426262400,38.47
1426266000,39.4
1426269600,39.93
1426273200,40.98
1426276800,41.37
1426280400,41.28
1426284000,39.98
1426287600,39.27
1426291200,39.3
1426294800,38.74
1426298400,39.2
1426305600,39.1
1426309200,38.95
1426312800,38.9
1426316400,39.13
1426320000,37.58
1426323600,37.51
1426327200,37.71
1426330800,38.37
1426334400,39.11
1426338000,40.43
1426341600,41.05
1426345200,41.98
1426348800,42.41
1426352400,44.2
1426356000,45.36
1426359600,46.2
1426363200,47.22
1426366800,47.41
1426370400,46.59
1426374000,45.97
1426377600,45.24
1426381200,44.51
1426384800,44.4
1426392000,42.84
1426395600,42.28
1426399200,43.54
1426402800,43.78
1426406400,43.53
1426410000,42.85
1426413600,41.51
1426417200,41.44
1426420800,41.41
1426424400,41.68
1426428000,42.51
1426431600,41.89
1426435200,41.62
1426438800,41.78
1426442400,41.74
1426446000,42.17
1426449600,41.5
1426453200,40.46
1426456800,39.87
1426460400,39.74
1426464000,39.19
1426467600,38.29
1426471200,38.16
1426478400,37.81
1426482000,37.26
1426485600,37.3
1426489200,36.49
1426492800,35.09
1426496400,33.85
1426500000,33
1426503600,31.99
1426507200,33.3
1426510800,36.59
1426514400,37.47
1426518000,39.04
1426521600,41.5
1426525200,43.25
1426528800,45.82
1426532400,47.85
1426536000,49.23
1426539600,49.65
1426543200,49.26
1426546800,47.71
1426550400,45.55
1426554000,44.1
1426557600,44.06
1426564800,44.72
1426568400,44.93
1426572000,44.52
1426575600,45.15
1426579200,45.33
1426582800,44.97
1426586400,44.19
1426590000,44.28
1426593600,43.65
1426597200,44.32
1426600800,46.29
1426604400,52.88
1426608000,55.09
1426611600,54.52
1426615200,53.6
1426618800,52.94
1426622400,50.87
1426626000,47.06
1426629600,43.51
1426633200,39.95
1426636800,37.42
1426640400,35.68
1426644000,35.35
1426651200,34.55
1426654800,33.55
1426658400,33.24
1426662000,31.89
1426665600,31.37
1426669200,31.21
1426672800,30.41
1426676400,29.46
1426680000,29.49
1426683600,30.24
1426687200,30.58
1426690800,32
1426694400,33.54
1426698000,34.9
1426701600,36.23
1426705200,37.98
1426708800,37.73
1426712400,38
1426716000,37.53
1426719600,36.06
1426723200,34.67
1426726800,32.72
1426730400,32.25
1426737600,30.19
1426741200,30.14
1426744800,29.63
1426748400,28.1
1426752000,27.37
1426755600,27.47
1426759200,27.54
1426762800,27.4
1426766400,28.07
1426770000,29.25
1426773600,30.79
1426777200,32.35
1426780800,34.03
1426784400,35.72
1426788000,37.7
1426791600,39.11
1426795200,40.73
1426798800,41.6
1426802400,41.21
1426806000,39.82
1426809600,37.5
1426813200,34.85
1426816800,32.55
1426824000,32.76
1426827600,31.96
1426831200,31.83
1426834800,31.78
1426838400,31.83
1426842000,32.39
1426845600,32.84
1426849200,32.28
1426852800,32.69
1426856400,33.62
1426860000,34.79
1426863600,35.3
1426867200,34.11
1426870800,32.83
1426874400,32.17
1426878000,32.01
1426881600,31.7
1426885200,31.04
1426888800,30.87
1426892400,30.14
1426896000,29.59
1426899600,29.65
1426903200,30.02
1426910400,29.79
1426914000,29.69
1426917600,29.41
1426921200,29.77
1426924800,29.56
1426928400,29.42
1426932000,29.73
1426935600,29.51
1426939200,29.97
1426942800,30.98
1426946400,33.7
1426950000,35.32
1426953600,36.78
1426957200,37.84
1426960800,39.89
1426964400,40.91
1426968000,42.7
1426971600,43.93
1426975200,45.81
1426978800,44.73
1426982400,44.46
1426986000,44.76
1426989600,45.54
1426996800,44.63
1427000400,43.08
1427004000,42.17
1427007600,40.49
1427011200,38.32
1427014800,36.8
1427018400,35.61
1427022000,33.2
1427025600,33.04
1427029200,33.65
1427032800,34.78
1427036400,36.04
1427040000,37.04
1427043600,38.13
1427047200,39.57
1427050800,39.65
1427054400,40.1
1427058000,39.62
1427061600,39.17
1427065200,37.09
1427068800,35.46
1427072400,33.77
1427076000,32.73
1427083200,29.07
1427086800,27.85
1427090400,27.05
1427094000,26.15
1427097600,24.87
1427101200,24.51
1427104800,23.9
1427108400,22.55
1427112000,23.42
1427115600,25.5
1427119200,27.35
1427122800,29.48
1427126400,31.78
1427130000,33.9
1427133600,35.74
1427137200,36.51
1427140800,37.06
1427144400,37.25
1427148000,36.69
1427151600,35.26
1427155200,33.7
1427158800,32.49
1427162400,31.91
1427169600,30.7
1427173200,30.02
1427176800,29.76
1427180400,29.36
1427184000,28.82
1427187600,28.57
1427191200,27.09
1427194800,25.57
1427198400,25.74
1427202000,27.36
1427205600,29
1427209200,31.31
1427212800,33.67
1427216400,35.12
1427220000,38
1427223600,39.89
1427227200,41.79
1427230800,42.53
1427234400,43.25
1427238000,41.91
1427241600,38.27
1427245200,36.51
1427248800,34.84
1427256000,32.47
1427259600,31.69
1427263200,30.61
1427266800,30.07
1427270400,28.91
1427274000,28.17
1427277600,27.36
1427281200,27.26
1427284800,29.57
1427288400,34.86
1427292000,38.49
1427295600,42.17
1427299200,45.24
1427302800,46.24
1427306400,45.36
1427310000,42.42
1427313600,40.95
1427317200,40.18
1427320800,40.46
1427324400,40.07
1427328000,39.4
1427331600,39.72
1427335200,39.87
1427342400,40.11
1427346000,40.28
1427349600,40.41
1427353200,40.68
1427356800,40.65
1427360400,40.58
1427364000,40.84
1427367600,40.82
1427371200,41.91
1427374800,42.89
1427378400,44.14
1427382000,45.55
1427385600,46.23
1427389200,47.19
1427392800,49.4
1427396400,50.7
1427400000,52.08
1427403600,53.46
1427407200,55.08
1427410800,56.86
1427414400,57.65
1427418000,55.34
1427421600,51.7
1427428800,46.4
1427432400,45.11
1427436000,44.63
1427439600,43.93
1427443200,42.88
1427446800,41.63
1427450400,39.51
1427454000,38.7
1427457600,38.94
1427461200,39.64
1427464800,41.03
1427468400,42.4
1427472000,43.93
1427475600,44.71
1427479200,44.9
1427482800,44.98
1427486400,45.39
1427490000,45.65
1427493600,45.47
1427497200,44.63
1427500800,43.86
1427504400,42.77
1427508000,42.42
1427515200,41.03
1427518800,39.73
1427522400,38.23
1427526000,37.44
1427529600,36.56
1427533200,35.93
1427536800,35
1427540400,33.91
1427544000,33.08
1427547600,33.14
1427551200,35.39
1427554800,36.16
1427558400,37.83
1427562000,38.44
1427565600,39.35
1427569200,40.01
1427572800,39.87
1427576400,39.06
1427580000,37.23
1427583600,35.58
1427587200,32.49
1427590800,30.76
1427594400,30.16
1427860800,36.03
1427864400,35.88
1427868000,35.45
1427871600,34.92
1427875200,33.9
1427878800,33.38
1427882400,32.47
1427886000,31.48
1427889600,32.82
1427893200,34.7
1427896800,36.53
1427900400,38.73
1427904000,41.5
1427907600,43.6
1427911200,45.32
1427914800,47.16
1427918400,49.02
1427922000,50.29
1427925600,50.21
1427929200,49.02
1427932800,46.9
1427936400,43.59
1427940000,41.19
1427947200,38.13
1427950800,36.59
1427954400,35.75
1427958000,34.73
1427961600,34.14
1427965200,33.7
1427968800,33.31
1427972400,33.71
1427976000,36.64
1427979600,42.4
1427983200,50.26
1427986800,54.49
1427990400,57.69
1427994000,60.67
1427997600,61.89
1428001200,63.26
1428004800,63.86
1428008400,63.08
1428012000,62.37
1428015600,60.53
1428019200,59.25
1428022800,58.57
1428026400,57.93
1428033600,57.26
1428037200,57.03
1428040800,57.67
1428044400,58.24
1428048000,58.37
1428051600,58.7
1428055200,58.41
1428058800,57.75
1428062400,58.68
1428066000,60.48
1428069600,60.72
1428073200,60.34
1428076800,60.11
1428080400,60.34
1428084000,60.42
1428087600,61.16
1428091200,62.25
1428094800,62.46
1428098400,61.87
1428102000,61.16
1428105600,60.01
1428109200,59.05
1428112800,58.61
1428120000,58.54
1428123600,58.01
1428127200,58.07
1428130800,57.91
1428134400,57.6
1428138000,54.88
1428141600,49.83
1428145200,47.85
1428148800,47.01
1428152400,48.34
1428156000,49.89
1428159600,50.12
1428163200,49.65
1428166800,50.64
1428170400,51.01
1428174000,51.56
1428177600,51.18
1428181200,51.29
1428184800,50.17
1428188400,48.89
1428192000,46.91
1428195600,45.93
1428199200,43.48
1428206400,39.77
1428210000,38.82
1428213600,37.68
1428217200,37.86
1428220800,37.02
1428224400,36.9
1428228000,36.79
1428231600,36.02
1428235200,40.4
1428238800,43.98
1428242400,48.37
1428246000,51.53
1428249600,54.88
1428253200,58.12
1428256800,59.05
1428260400,59.98
1428264000,59.42
1428267600,59.88
1428271200,60.31
1428274800,58.93
1428278400,57.82
1428282000,54.85
1428285600,50.14
1428292800,45.85
1428296400,43.57
1428300000,41.94
1428303600,40.46
1428307200,39.63
1428310800,38.54
1428314400,38.19
1428318000,37.57
1428321600,39.64
1428325200,43.83
1428328800,48.93
1428332400,52.19
1428336000,53.24
1428339600,56.48
1428343200,59.46
1428346800,61
1428350400,63.04
1428354000,62.08
1428357600,61.49
1428361200,60.52
1428364800,57.51
1428368400,56.78
1428372000,56.74
1428379200,55.47
1428382800,55.39
1428386400,54.38
1428390000,52.23
1428393600,52.86
1428397200,53.21
1428400800,52.86
1428404400,52.94
1428408000,53.12
1428411600,53.18
1428415200,53.84
1428418800,53.99
1428422400,54.05
1428426000,52.8
1428429600,52.78
1428433200,51.59
1428436800,50.65
1428440400,49.11
1428444000,47.78
1428447600,46.33
1428451200,45.71
1428454800,45.14
1428458400,44.85
1428465600,43.72
1428469200,43.54
1428472800,43.54
1428476400,42.87
1428480000,42.72
1428483600,42.71
1428487200,42.51
1428490800,42.67
1428494400,42.51
1428498000,42.86
1428501600,43
1428505200,43.22
1428508800,43.14
1428512400,43.34
1428516000,43.3
1428519600,43.28
1428523200,43.53
1428526800,43.8
1428530400,43.83
1428534000,42.61
1428537600,41.5
1428541200,40.42
1428544800,39.35
1428552000,38.24
1428555600,38.49
1428559200,38.46
1428562800,38.37
1428566400,38.18
1428570000,37.88
1428573600,37.74
1428577200,37.4
1428580800,37.62
1428584400,37.66
1428588000,37.86
1428591600,38.9
1428595200,39.32
1428598800,40.26
1428602400,40.49
1428606000,41.12
1428609600,41.72
1428613200,42.17
1428616800,42.29
1428620400,41.57
1428624000,41.37
1428627600,41.06
1428631200,41.19
1428638400,40.95
1428642000,40.7
1428645600,40.39
1428649200,40.01
1428652800,39.97
1428656400,40.22
1428660000,40.04
1428663600,40
1428667200,40.76
1428670800,41.27
1428674400,42.3
1428678000,43.64
1428681600,45.09
1428685200,45.87
1428688800,48.22
1428692400,50.12
1428696000,51.9
1428699600,53.29
1428703200,54.18
1428706800,55.26
1428710400,55.33
1428714000,55.06
1428717600,54.44
1428724800,53.93
1428728400,53.72
1428732000,52.32
1428735600,51.48
1428739200,50.87
1428742800,48.81
1428746400,47.89
1428750000,48.82
1428753600,53.96
1428757200,54.46
1428760800,54.72
1428764400,55.08
1428768000,55.17
1428771600,54.89
1428775200,55.15
1428778800,55.46
1428782400,55.32
1428786000,55.34
1428789600,54.6
1428793200,53.6
1428796800,51.04
1428800400,49.53
1428804000,47.73
1428811200,44.23
1428814800,42.59
1428818400,40.93
1428822000,40.46
1428825600,39.62
1428829200,39.22
1428832800,38.32
1428836400,38.72
1428840000,42.52
1428843600,47.33
1428847200,51.23
1428850800,53.72
1428854400,56.86
1428858000,59.52
1428861600,60.96
1428865200,60.33
1428868800,62.74
1428872400,62.18
1428876000,61.65
1428879600,59.68
1428883200,56.29
1428886800,52.5
1428890400,50.79
1428897600,48.27
1428901200,48.34
1428904800,47.06
1428908400,44.75
1428912000,43.61
1428915600,42.98
1428919200,43.13
1428922800,43.5
1428926400,46.53
1428930000,50.17
1428933600,55.26
1428937200,60.6
1428940800,62.01
1428944400,64.65
1428948000,66.77
1428951600,67.86
1428955200,68.41
1428958800,68.73
1428962400,68.19
1428966000,66.96
1428969600,65.15
1428973200,63.66
1428976800,61.92
1428984000,60.67
1428987600,59.76
1428991200,59.41
1428994800,58.8
1428998400,58.82
1429002000,59.67
1429005600,60.11
1429009200,59.42
1429012800,56.84
1429016400,55.05
1429020000,54.54
1429023600,55.37
1429027200,56.66
1429030800,60.08
1429034400,61.78
1429038000,62.8
1429041600,63.21
1429045200,63.04
1429048800,62.29
1429052400,60.98
1429056000,59.13
1429059600,57.66
1429063200,56.19
1429070400,54.39
1429074000,51.68
1429077600,52.48
1429081200,50.35
1429084800,52.49
1429088400,52.21
1429092000,50.87
1429095600,49.91
1429099200,53.75
1429102800,55.53
1429106400,58.43
1429110000,60.41
1429113600,62.78
1429117200,64.46
1429120800,66.28
1429124400,67.79
1429128000,69.02
1429131600,69.28
1429135200,68.63
1429138800,66.41
1429142400,64.26
1429146000,61.44
1429149600,59.73
1429156800,54.08
1429160400,52.21
1429164000,50.27
1429167600,47.94
1429171200,46.82
1429174800,46.52
1429178400,45.35
1429182000,45.85
1429185600,50.72
1429189200,54.41
1429192800,56.81
1429196400,57.6
1429200000,58.24
1429203600,58.27
1429207200,59.33
1429210800,59.03
1429214400,58.76
1429218000,59.11
1429221600,57.61
1429225200,55.07
1429228800,52.87
1429232400,52.02
1429236000,51.93
1429243200,54.17
1429246800,54.36
1429250400,54.31
1429254000,54.26
1429257600,54.89
1429261200,54.03
1429264800,53.78
1429268400,54.11
1429272000,54.45
1429275600,55.47
1429279200,56.75
1429282800,58.79
1429286400,60.03
1429290000,61.17
1429293600,63.61
1429297200,66.5
1429300800,68.09
1429304400,69.05
1429308000,69.54
1429311600,69.35
1429315200,67.45
1429318800,64.44
1429322400,62.7
1429329600,59.73
1429333200,58.29
1429336800,56.22
1429340400,54.61
1429344000,53.48
1429347600,52.18
1429351200,50.86
1429354800,50.26
1429358400,55.68
1429362000,61.64
1429365600,66.18
1429369200,68.85
1429372800,71.52
1429376400,73.21
1429380000,73.14
1429383600,74.87
1429387200,75.74
1429390800,77.28
1429394400,78.07
1429398000,77.07
1429401600,74.01
1429405200,71.45
1429408800,68.49
1429416000,63.13
1429419600,61.01
1429423200,57.83
1429426800,55.76
1429430400,53.46
1429434000,51.23
1429437600,50.9
1429441200,50.65
1429444800,52.98
1429448400,54.51
1429452000,55.59
1429455600,56.57
1429459200,56.66
1429462800,58.22
1429466400,57.02
1429470000,56.57
1429473600,55
1429477200,53
1429480800,51.31
1429484400,49.8
1429488000,48.61
1429491600,48.16
1429495200,47.68
1429502400,47.36
1429506000,47.01
1429509600,47.05
1429513200,47.4
1429516800,48.04
1429520400,48.24
1429524000,48.48
1429527600,48.89
1429531200,49.38
1429534800,49.98
1429538400,50.9
1429542000,52.75
1429545600,53.63
1429549200,55.97
1429552800,56.77
1429556400,56.43
1429560000,56.72
1429563600,57.2
1429567200,57.06
1429570800,55.96
1429574400,54.95
1429578000,55.17
1429581600,54.6
1429588800,54.34
1429592400,54.44
1429596000,54.44
1429599600,54.88
1429603200,54.83
1429606800,54.53
1429610400,54.38
1429614000,54.95
1429617600,56.12
1429621200,55.42
1429624800,57.4
1429628400,60.05
1429632000,61.53
1429635600,61.68
1429639200,63.31
1429642800,63.89
1429646400,64.8
1429650000,64.98
1429653600,63.66
1429657200,62.2
1429660800,60.63
1429664400,57.51
1429668000,54.71
1429675200,51.94
1429678800,50.75
1429682400,49.56
1429686000,48.14
1429689600,46.99
1429693200,47.48
1429696800,46.8
1429700400,47.79
1429704000,52.88
1429707600,57.04
1429711200,62.13
1429714800,64.85
1429718400,66.85
1429722000,68.17
1429725600,68.34
1429729200,64.11
1429732800,55.73
1429736400,55.77
1429740000,55.23
1429743600,54.7
1429747200,53.81
1429750800,52.79
1429754400,52.4
1429761600,47.72
1429765200,45.45
1429768800,42.63
1429772400,41.93
1429776000,41.51
1429779600,41.35
1429783200,41.29
1429786800,41.11
1429790400,42.82
1429794000,44.12
1429797600,45.4
1429801200,46.52
1429804800,46.82
1429808400,47.44
1429812000,49.39
1429815600,48.85
1429819200,48.47
1429822800,47.38
1429826400,45.85
1429830000,45.19
1429833600,44.12
1429837200,43.21
1429840800,42.86
1429848000,41.01
1429851600,40.52
1429855200,40.58
1429858800,39.84
1429862400,39.38
1429866000,39.17
1429869600,38.94
1429873200,38.69
1429876800,38.52
1429880400,40.24
1429884000,42.23
1429887600,43.31
1429891200,44.9
1429894800,46.51
1429898400,49.25
1429902000,50.7
1429905600,51.49
1429909200,50.79
1429912800,49.7
1429916400,47.23
1429920000,44.77
1429923600,43.05
1429927200,41.78
1429934400,40.13
1429938000,38.85
1429941600,37.82
1429945200,37.44
1429948800,37.2
1429952400,36.69
1429956000,36.17
1429959600,36.53
1429963200,40.49
1429966800,42.87
1429970400,45.74
1429974000,48
1429977600,50.65
1429981200,52.9
1429984800,55.11
1429988400,56.75
1429992000,58.39
1429995600,58.63
1429999200,59.25
1430002800,58.16
1430006400,55.48
1430010000,52.91
1430013600,50.91
1430020800,49.9
1430024400,48.79
1430028000,47.59
1430031600,45.38
1430035200,44.17
1430038800,43.28
1430042400,43.01
1430046000,44.06
1430049600,47.94
1430053200,51
1430056800,53.6
1430060400,55.31
1430064000,56.31
1430067600,57.77
1430071200,58.55
1430074800,59.74
1430078400,59.72
1430082000,59.19
1430085600,59.05
1430089200,58.46
1430092800,56.46
1430096400,54.49
1430100000,53.53
1430107200,49.45
1430110800,47.33
1430114400,48.11
1430118000,47.32
1430121600,47.17
1430125200,47.57
1430128800,48.11
1430132400,47.89
1430136000,49.19
1430139600,50.58
1430143200,53.45
1430146800,56.13
1430150400,57.19
1430154000,58.09
1430157600,58.89
1430161200,58.42
1430164800,59.07
1430168400,58.98
1430172000,58.37
1430175600,57.7
1430179200,56.7
1430182800,54.92
1430186400,53.98
1430193600,52.83
1430197200,51.82
1430200800,51.14
1430204400,51.56
1430208000,50.67
1430211600,49.96
1430215200,49.43
1430218800,49.93
1430222400,52.83
1430226000,55.48
1430229600,57.7
1430233200,60
1430236800,62.67
1430240400,63.85
1430244000,68.09
1430247600,68.95
1430251200,69.22
1430254800,69.1
1430258400,68.45
1430262000,67.58
1430265600,65.5
1430269200,64.29
1430272800,63.14
1430452800,50.12
1430456400,50.3
1430460000,49.83
1430463600,49.65
1430467200,48.64
1430470800,48.77
1430474400,48.97
1430478000,49.19
1430481600,50.27
1430485200,52.6
1430488800,54.19
1430492400,54.05
1430496000,54.76
1430499600,56.19
1430503200,57.34
1430506800,58.42
1430510400,58.74
1430514000,56.76
1430517600,54.21
1430521200,52.75
1430524800,51.08
1430528400,50.01
1430532000,49.33
1430539200,46.65
1430542800,46.39
1430546400,45.49
1430550000,45.78
1430553600,45.65
1430557200,46.14
1430560800,46.73
1430564400,47.85
1430568000,50.96
1430571600,54.41
1430575200,57.82
1430578800,60.86
1430582400,63.9
1430586000,65.84
1430589600,67.66
1430593200,65.32
1430596800,63.31
1430600400,61.03
1430604000,59.56
1430607600,57.22
1430611200,54.08
1430614800,53.12
1430618400,52.34
1430625600,50.36
1430629200,49.47
1430632800,48.71
1430636400,47.63
1430640000,47.33
1430643600,45.92
1430647200,45.63
1430650800,47.11
1430654400,51.5
1430658000,56.6
1430661600,61.43
1430665200,66.66
1430668800,71.82
1430672400,73.29
1430676000,74.25
1430679600,75.36
1430683200,74.58
1430686800,73.7
1430690400,72.67
1430694000,71.32
1430697600,69.02
1430701200,66.33
1430704800,63.41
1430712000,59.49
1430715600,57.74
1430719200,56.39
1430722800,54.94
1430726400,53.66
1430730000,52.87
1430733600,51.74
1430737200,52.98
1430740800,58.29
1430744400,64.01
1430748000,69.4
1430751600,75.29
1430755200,79.06
1430758800,80.23
1430762400,81.13
1430766000,81.94
1430769600,82.49
1430773200,82.65
1430776800,81.8
1430780400,80.47
1430784000,78.28
1430787600,75.74
1430791200,73.58
1430798400,70.51
1430802000,68.69
1430805600,66.73
1430809200,65.61
1430812800,63.9
1430816400,61.77
1430820000,60.72
1430823600,61.84
1430827200,67.12
1430830800,70.03
1430834400,72.99
1430838000,75.29
1430841600,77.57
1430845200,78.7
1430848800,80.22
1430852400,81.27
1430856000,79.76
1430859600,78.8
1430863200,76.51
1430866800,75.52
1430870400,74.06
1430874000,71.72
1430877600,69.66
1430884800,67.55
1430888400,67.8
1430892000,67.61
1430895600,67.21
1430899200,66.59
1430902800,66.8
1430906400,66.42
1430910000,64.87
1430913600,64.29
1430917200,64.57
1430920800,64.32
1430924400,66.28
1430928000,65.95
1430931600,66.22
1430935200,65.83
1430938800,68.15
1430942400,67.92
1430946000,67.47
1430949600,66.61
1430953200,64.89
1430956800,61.95
1430960400,59.94
1430964000,57.47
1430971200,54.66
1430974800,53.69
1430978400,52.75
1430982000,52.62
1430985600,51.84
1430989200,51.45
1430992800,51.14
1430996400,53.13
1431000000,58.28
1431003600,63.14
1431007200,68.02
1431010800,70.74
1431014400,73.34
1431018000,74.81
1431021600,74.23
1431025200,75.32
1431028800,75.4
1431032400,74.46
1431036000,73.39
1431039600,70.8
1431043200,67.28
1431046800,63.66
1431050400,59.88
1431057600,56.66
1431061200,56.11
1431064800,55.23
1431068400,54.62
1431072000,54.01
1431075600,53.16
1431079200,52.65
1431082800,53.62
1431086400,57.84
1431090000,63.1
1431093600,68.11
1431097200,73.12
1431100800,76
1431104400,77.17
1431108000,78.79
1431111600,79.17
1431115200,79.22
1431118800,78.41
1431122400,77.54
1431126000,75.63
1431129600,72.23
1431133200,68.69
1431136800,64.75
1431144000,61.1
1431147600,59.78
1431151200,58.07
1431154800,57.8
1431158400,58.41
1431162000,59.45
1431165600,58.82
1431169200,58.71
1431172800,58.92
1431176400,59.03
1431180000,59.41
1431183600,60.12
1431187200,61.45
1431190800,62.47
1431194400,63.33
1431198000,65.42
1431201600,66.33
1431205200,65.23
1431208800,64.09
1431212400,63.11
1431216000,61.24
1431219600,60.6
1431223200,60.46
1431230400,60.53
1431234000,60.55
1431237600,60.33
1431241200,60.37
1431244800,60.69
1431248400,60.66
1431252000,61.05
1431255600,61.57
1431259200,63.13
1431262800,65.65
1431266400,69.01
1431270000,72.09
1431273600,74.49
1431277200,78.29
1431280800,78.84
1431284400,80.53
1431288000,81.54
1431291600,82.15
1431295200,81.04
1431298800,79.8
1431302400,77.83
1431306000,75.22
1431309600,74.37
1431316800,71.76
1431320400,71.06
1431324000,69.65
1431327600,68.83
1431331200,68.77
1431334800,69.66
1431338400,69.4
1431342000,70.39
1431345600,71.39
1431349200,72.75
1431352800,75.59
1431356400,77.03
1431360000,79.12
1431363600,81.14
1431367200,81.13
1431370800,79.24
1431374400,75.07
1431378000,76.3
1431381600,77.51
1431385200,75.79
1431388800,74.01
1431392400,72.27
1431396000,70.76
1431403200,68.77
1431406800,68.12
1431410400,67.48
1431414000,66.98
1431417600,66.94
1431421200,65.8
1431424800,65.76
1431428400,67.7
1431432000,69.55
1431435600,72.41
1431439200,76.15
1431442800,79.12
1431446400,81.08
1431450000,82.74
1431453600,83.72
1431457200,82.64
1431460800,83.58
1431464400,83.87
1431468000,83.32
1431471600,82.46
1431475200,81.57
1431478800,79.99
1431482400,75.2
1431489600,64.73
1431493200,63.19
1431496800,61.86
1431500400,60.59
1431504000,58.81
1431507600,57.69
1431511200,57.27
1431514800,57.98
1431518400,60.44
1431522000,61.54
1431525600,62.86
1431529200,64.12
1431532800,65.21
1431536400,65.95
1431540000,66.65
1431543600,67.85
1431547200,66.52
1431550800,64.16
1431554400,62.1
1431558000,59.86
1431561600,57.91
1431565200,56.13
1431568800,54.97
1431576000,53.06
1431579600,51.72
1431583200,51.84
1431586800,51.43
1431590400,50.51
1431594000,49.29
1431597600,49.02
1431601200,50.44
1431604800,53.35
1431608400,57.18
1431612000,60.22
1431615600,62
1431619200,63.81
1431622800,65.95
1431626400,67.42
1431630000,68.53
1431633600,70.16
1431637200,69.99
1431640800,69.2
1431644400,68.13
1431648000,64.76
1431651600,60.04
1431655200,57.94
1431662400,55.88
1431666000,54.62
1431669600,52.81
1431673200,51.58
1431676800,50.57
1431680400,49.81
1431684000,49.65
1431687600,50.86
1431691200,54.45
1431694800,58.02
1431698400,61.89
1431702000,64.25
1431705600,67.27
1431709200,69.79
1431712800,71.08
1431716400,71.66
1431720000,70.95
1431723600,70.41
1431727200,69
1431730800,67.12
1431734400,65.85
1431738000,64.23
1431741600,63.39
1431748800,62.14
1431752400,61.48
1431756000,60.52
1431759600,59.31
1431763200,58.45
1431766800,58.47
1431770400,58.65
1431774000,59.78
1431777600,60.66
1431781200,60.63
1431784800,62.29
1431788400,64.98
1431792000,68.04
1431795600,69.91
1431799200,70.53
1431802800,72.19
1431806400,74.91
1431810000,74.48
1431813600,73.42
1431817200,70.82
1431820800,69.13
1431824400,68.05
1431828000,66.46
1431835200,66.86
1431838800,66.06
1431842400,65.92
1431846000,65.96
1431849600,65.97
1431853200,65.51
1431856800,65.66
1431860400,66.54
1431864000,67.65
1431867600,69.64
1431871200,72.88
1431874800,75.8
1431878400,77.68
1431882000,78.75
1431885600,79.41
1431889200,80.18
1431892800,81.37
1431896400,81.9
1431900000,82.16
1431903600,79.71
1431907200,77.29
1431910800,75.28
1431914400,72.57
1431921600,70.48
1431925200,69.38
1431928800,68.93
1431932400,67.25
1431936000,66.75
1431939600,66.4
1431943200,66.16
1431946800,65.36
1431950400,64.91
1431954000,64.22
1431957600,63.96
1431961200,63.08
1431964800,62.7
1431968400,63.05
1431972000,62.41
1431975600,63.14
1431979200,63.23
1431982800,62.9
1431986400,62.1
1431990000,60.97
1431993600,60.17
1431997200,59.78
1432000800,59.14
1432008000,58.11
1432011600,57.81
1432015200,57.48
1432018800,57.52
1432022400,57.48
1432026000,57.79
1432029600,57.7
1432033200,58.53
1432036800,58.97
1432040400,59.21
1432044000,60.83
1432047600,62.11
1432051200,63.49
1432054800,67.8
1432058400,71.58
1432062000,75.72
1432065600,77.71
1432069200,79
1432072800,78.35
1432076400,76.86
1432080000,75.32
1432083600,73.9
1432087200,73.97
1432094400,69.99
1432098000,66.27
1432101600,63.62
1432105200,60.54
1432108800,58.82
1432112400,57.47
1432116000,56.76
1432119600,58.27
1432123200,59.17
1432126800,59.5
1432130400,59.66
1432134000,59.77
1432137600,59.31
1432141200,60.02
1432144800,60.92
1432148400,61.66
1432152000,61.22
1432155600,61.91
1432159200,61.64
1432162800,60.3
1432166400,58.47
1432170000,56.91
1432173600,55.55
1432180800,53.35
1432184400,53.36
1432188000,52.29
1432191600,52.1
1432195200,51.2
1432198800,51.25
1432202400,51.85
1432206000,52.89
1432209600,54.5
1432213200,56.08
1432216800,56.93
1432220400,58.7
1432224000,59.59
1432227600,60.21
1432231200,60.21
1432234800,59.67
1432238400,59.35
1432242000,58.85
1432245600,57.63
1432249200,56.73
1432252800,55.61
1432256400,54.68
1432260000,53.94
1432267200,53.71
1432270800,53.86
1432274400,53.76
1432278000,53.92
1432281600,54.52
1432285200,54.13
1432288800,53.44
1432292400,55.11
1432296000,58.43
1432299600,61.68
1432303200,65.5
1432306800,68.41
1432310400,70.99
1432314000,73.53
1432317600,72.26
1432321200,71.87
1432324800,70.37
1432328400,70.69
1432332000,70.41
1432335600,69.17
1432339200,67.19
1432342800,64.06
1432346400,63.72
1432353600,59.07
1432357200,56.67
1432360800,54.54
1432364400,52.77
1432368000,51.24
1432371600,49.44
1432375200,48.58
1432378800,48.58
1432382400,50.64
1432386000,52.25
1432389600,53.91
1432393200,56.28
1432396800,58.84
1432400400,61.92
1432404000,63.71
1432407600,66.25
1432411200,68.01
1432414800,69.18
1432418400,68.5
1432422000,67.39
1432425600,65
1432429200,60.47
1432432800,56.81
1432440000,53.17
1432443600,52.08
1432447200,51.27
1432450800,49.59
1432454400,48.65
1432458000,48.64
1432461600,48.38
1432465200,52.01
1432468800,57.86
