Time,Summary,Icon,Sunrise Time,Sunset Time,Moon Phase,Precipitation Intensity Max,Precipitation Intensity Max Time,Precipitation Probability,Temperature High,Temperature High Time,Temperature Low,Temperature Low Time,Apparent Temperature High,Apparent Temperature High Time,Apparent Temperature Low,Apparent Temperature Low Time,Temperature Minimum,Temperature Minimum Time,Temperature Maximum,Temperature Maximum Time,Apparent Temperature Minimum,Apparent Temperature Minimum Time,Apparent Temperature Max,Apparent Temperature Maximum Time
03-07-2017,Light rain in the morning and afternoon.,rain,03-07-2017 06:22:44,03-07-2017 17:56:58,0.34,0.0347,03-07-2017 10:00:00,1,51.66,03-07-2017 15:00:00,46.48,03-08-2017 08:00:00,51.66,03-07-2017 15:00:00,44.71,03-08-2017 08:00:00,39.09,03-07-2017 05:00:00,51.66,03-07-2017 15:00:00,39.09,03-07-2017 05:00:00,51.66,03-07-2017 15:00:00
03-08-2017,Possible drizzle in the morning.,rain,03-08-2017 06:21:07,03-08-2017 17:58:03,0.38,0.0066,03-08-2017 07:00:00,0.64,58.52,03-08-2017 16:00:00,49.24,03-09-2017 06:00:00,58.52,03-08-2017 16:00:00,47.3,03-09-2017 07:00:00,46.48,03-08-2017 08:00:00,58.52,03-08-2017 16:00:00,44.57,03-08-2017 09:00:00,58.52,03-08-2017 16:00:00
03-09-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-09-2017 06:19:30,03-09-2017 17:59:09,0.41,0,0,0,60.78,03-09-2017 15:00:00,32.05,03-10-2017 08:00:00,60.78,03-09-2017 15:00:00,31.58,03-10-2017 07:00:00,46.44,03-09-2017 23:00:00,60.78,03-09-2017 15:00:00,45.88,03-09-2017 22:00:00,60.78,03-09-2017 15:00:00
03-10-2017,Possible light snow in the afternoon and evening.,snow,03-10-2017 06:17:53,03-10-2017 18:00:14,0.45,0.0232,03-10-2017 16:00:00,0.64,35.48,03-10-2017 15:00:00,15.89,03-11-2017 06:00:00,32.05,03-10-2017 08:00:00,8.12,03-11-2017 03:00:00,23.58,03-10-2017 23:00:00,45.34,03-10-2017 00:00:00,14.82,03-10-2017 23:00:00,45.34,03-10-2017 00:00:00
03-11-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-11-2017 06:16:15,03-11-2017 18:01:19,0.48,0,0,0,27.43,03-11-2017 16:00:00,17.64,03-12-2017 07:00:00,19.58,03-11-2017 15:00:00,12.39,03-12-2017 04:00:00,15.89,03-11-2017 06:00:00,27.43,03-11-2017 16:00:00,8.12,03-11-2017 03:00:00,19.58,03-11-2017 15:00:00
03-12-2017,Partly cloudy throughout the day.,partly-cloudy-day,03-12-2017 07:14:37,03-12-2017 19:02:24,0.52,0,0,0,28.71,03-12-2017 17:00:00,17.02,03-13-2017 07:00:00,21.68,03-12-2017 17:00:00,17.02,03-13-2017 07:00:00,17.64,03-12-2017 07:00:00,28.71,03-12-2017 17:00:00,12.39,03-12-2017 04:00:00,21.68,03-12-2017 17:00:00
03-13-2017,Foggy in the morning and overnight.,partly-cloudy-day,03-13-2017 07:13:01,03-13-2017 19:03:25,0.55,0.0007,03-13-2017 14:00:00,0.15,35.3,03-13-2017 16:00:00,26.19,03-14-2017 07:00:00,35.3,03-13-2017 16:00:00,18.56,03-14-2017 08:00:00,17.02,03-13-2017 07:00:00,35.3,03-13-2017 16:00:00,17.02,03-13-2017 07:00:00,35.3,03-13-2017 16:00:00
03-14-2017,Foggy until evening.,cloudy,03-14-2017 07:11:22,03-14-2017 19:04:29,0.58,0.0127,03-14-2017 10:00:00,0.18,29.01,03-14-2017 17:00:00,19.21,03-15-2017 07:00:00,21,03-14-2017 19:00:00,10.67,03-15-2017 01:00:00,21.03,03-14-2017 23:00:00,30.34,03-14-2017 00:00:00,11.23,03-14-2017 23:00:00,30.34,03-14-2017 00:00:00
03-15-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-15-2017 07:09:43,03-15-2017 19:05:33,0.61,0,0,0,24.37,03-15-2017 18:00:00,21.99,03-16-2017 07:00:00,16.03,03-15-2017 19:00:00,16.03,03-15-2017 19:00:00,19.21,03-15-2017 07:00:00,24.37,03-15-2017 18:00:00,10.67,03-15-2017 01:00:00,17.02,03-15-2017 22:00:00
03-16-2017,Light rain in the afternoon and evening.,rain,03-16-2017 07:08:04,03-16-2017 19:06:36,0.64,0.0296,03-16-2017 15:00:00,0.7,38.52,03-16-2017 17:00:00,25.75,03-17-2017 07:00:00,33,03-16-2017 18:00:00,25.75,03-17-2017 07:00:00,21.99,03-16-2017 07:00:00,38.52,03-16-2017 17:00:00,16.04,03-16-2017 05:00:00,33,03-16-2017 18:00:00
03-17-2017,Possible drizzle in the afternoon.,rain,03-17-2017 07:06:24,03-17-2017 19:07:40,0.67,0.0073,03-17-2017 14:00:00,0.41,45.15,03-17-2017 17:00:00,26.85,03-18-2017 04:00:00,42.73,03-17-2017 17:00:00,26.85,03-18-2017 04:00:00,25.75,03-17-2017 07:00:00,45.15,03-17-2017 17:00:00,24.68,03-17-2017 09:00:00,42.73,03-17-2017 17:00:00
03-18-2017,Light sleet in the afternoon and evening.,sleet,03-18-2017 07:04:44,03-18-2017 19:08:43,0.7,0.0101,03-18-2017 19:00:00,0.83,35.92,03-18-2017 14:00:00,32.86,03-19-2017 07:00:00,33.95,03-18-2017 18:00:00,29,03-19-2017 07:00:00,26.85,03-18-2017 04:00:00,35.92,03-18-2017 14:00:00,26.85,03-18-2017 04:00:00,33.95,03-18-2017 18:00:00
03-19-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-19-2017 07:03:04,03-19-2017 19:09:47,0.73,0.0008,03-19-2017 11:00:00,0.11,47.24,03-19-2017 17:00:00,29.17,03-20-2017 07:00:00,45.71,03-19-2017 18:00:00,29.17,03-20-2017 07:00:00,32.86,03-19-2017 07:00:00,47.24,03-19-2017 17:00:00,29,03-19-2017 07:00:00,45.71,03-19-2017 18:00:00
03-20-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-20-2017 07:01:24,03-20-2017 19:10:50,0.76,0,0,0,50.74,03-20-2017 17:00:00,40.02,03-21-2017 06:00:00,50.74,03-20-2017 17:00:00,40.02,03-21-2017 06:00:00,29.17,03-20-2017 07:00:00,50.74,03-20-2017 17:00:00,29.17,03-20-2017 07:00:00,50.74,03-20-2017 17:00:00
03-21-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-21-2017 06:59:43,03-21-2017 19:11:52,0.79,0,0,0,57.85,03-21-2017 17:00:00,34.85,03-22-2017 08:00:00,57.85,03-21-2017 17:00:00,27.82,03-22-2017 08:00:00,40.02,03-21-2017 06:00:00,57.85,03-21-2017 17:00:00,40.02,03-21-2017 06:00:00,57.85,03-21-2017 17:00:00
03-22-2017,Partly cloudy throughout the day.,clear-day,03-22-2017 06:58:03,03-22-2017 19:12:55,0.82,0,0,0,36.69,03-22-2017 07:00:00,20.2,03-23-2017 07:00:00,31.25,03-22-2017 07:00:00,15.67,03-23-2017 00:00:00,23.49,03-22-2017 23:00:00,44.95,03-22-2017 00:00:00,16.28,03-22-2017 23:00:00,44.95,03-22-2017 00:00:00
03-23-2017,Clear throughout the day.,clear-day,03-23-2017 06:56:22,03-23-2017 19:13:58,0.86,0,0,0,41.98,03-23-2017 17:00:00,27.94,03-24-2017 02:00:00,40.19,03-23-2017 19:00:00,27.94,03-24-2017 02:00:00,20.2,03-23-2017 07:00:00,41.98,03-23-2017 17:00:00,15.67,03-23-2017 00:00:00,40.19,03-23-2017 19:00:00
03-24-2017,Mostly cloudy throughout the day.,partly-cloudy-day,03-24-2017 06:54:42,03-24-2017 19:15:00,0.89,0.0009,03-24-2017 14:00:00,0.11,54.33,03-24-2017 18:00:00,47.06,03-25-2017 08:00:00,54.33,03-24-2017 18:00:00,47.06,03-25-2017 08:00:00,27.94,03-24-2017 02:00:00,54.33,03-24-2017 18:00:00,27.94,03-24-2017 02:00:00,54.33,03-24-2017 18:00:00
03-25-2017,Possible drizzle in the morning and overnight.,partly-cloudy-day,03-25-2017 06:53:02,03-25-2017 19:16:03,0.92,0.0016,03-25-2017 20:00:00,0.17,58.42,03-25-2017 13:00:00,37.72,03-26-2017 08:00:00,58.42,03-25-2017 13:00:00,35,03-26-2017 07:00:00,41.88,03-25-2017 23:00:00,58.42,03-25-2017 13:00:00,40.45,03-25-2017 23:00:00,58.42,03-25-2017 13:00:00
03-26-2017,Possible drizzle in the morning and overnight.,rain,03-26-2017 06:51:22,03-26-2017 19:17:05,0.96,0.0079,03-26-2017 04:00:00,0.51,40.56,03-26-2017 16:00:00,37.42,03-27-2017 04:00:00,38.13,03-26-2017 17:00:00,37.04,03-26-2017 19:00:00,37.72,03-26-2017 08:00:00,41.53,03-26-2017 00:00:00,35,03-26-2017 07:00:00,40.5,03-26-2017 02:00:00
03-27-2017,"Light rain until afternoon, starting again overnight.",rain,03-27-2017 06:49:41,03-27-2017 19:18:08,1,0.0784,03-27-2017 09:00:00,1,53.98,03-27-2017 18:00:00,43.57,03-28-2017 07:00:00,53.98,03-27-2017 18:00:00,43.57,03-28-2017 07:00:00,37.42,03-27-2017 04:00:00,53.98,03-27-2017 18:00:00,37.42,03-27-2017 04:00:00,53.98,03-27-2017 18:00:00
03-28-2017,Light rain throughout the day.,rain,03-28-2017 06:48:02,03-28-2017 19:19:10,0.04,0.0574,03-28-2017 20:00:00,1,45.36,03-28-2017 16:00:00,42.91,03-28-2017 21:00:00,45.36,03-28-2017 16:00:00,39.8,03-29-2017 08:00:00,42.91,03-28-2017 21:00:00,45.96,03-28-2017 01:00:00,42.91,03-28-2017 21:00:00,45.96,03-28-2017 01:00:00
03-29-2017,Mostly cloudy throughout the day.,rain,03-29-2017 06:46:22,03-29-2017 19:20:12,0.07,0.0019,03-29-2017 00:00:00,0.38,57.43,03-29-2017 15:00:00,32.52,03-30-2017 06:00:00,57.43,03-29-2017 15:00:00,32.52,03-30-2017 06:00:00,42.94,03-29-2017 08:00:00,57.43,03-29-2017 15:00:00,39.8,03-29-2017 08:00:00,57.43,03-29-2017 15:00:00
03-30-2017,Rain in the morning and overnight.,partly-cloudy-day,03-30-2017 06:44:42,03-30-2017 19:21:15,0.11,0.0004,03-30-2017 23:00:00,0.05,50.25,03-30-2017 15:00:00,37.09,03-31-2017 05:00:00,50.25,03-30-2017 15:00:00,37.09,03-31-2017 05:00:00,32.52,03-30-2017 06:00:00,50.25,03-30-2017 15:00:00,32.52,03-30-2017 06:00:00,50.25,03-30-2017 15:00:00
03-31-2017,Rain throughout the day.,rain,03-31-2017 06:43:03,03-31-2017 19:22:17,0.15,0.1211,03-31-2017 19:00:00,1,39.49,03-31-2017 14:00:00,35.78,04-01-2017 07:00:00,37.93,03-31-2017 09:00:00,31.5,04-01-2017 07:00:00,37.09,03-31-2017 05:00:00,41.39,03-31-2017 00:00:00,33.42,03-31-2017 23:00:00,41.39,03-31-2017 00:00:00
04-01-2017,Possible drizzle in the morning.,rain,04-01-2017 06:41:24,04-01-2017 19:23:19,0.19,0.0177,04-01-2017 00:00:00,0.99,47.46,04-01-2017 16:00:00,38.73,04-02-2017 07:00:00,45.36,04-01-2017 17:00:00,37.54,04-02-2017 05:00:00,35.78,04-01-2017 07:00:00,47.46,04-01-2017 16:00:00,31.5,04-01-2017 07:00:00,45.43,04-01-2017 20:00:00
04-02-2017,Partly cloudy throughout the day.,partly-cloudy-day,04-02-2017 06:39:45,04-02-2017 19:24:21,0.22,0,0,0,61.37,04-02-2017 16:00:00,37.45,04-03-2017 07:00:00,61.37,04-02-2017 16:00:00,37.45,04-03-2017 07:00:00,38.73,04-02-2017 07:00:00,61.37,04-02-2017 16:00:00,37.54,04-02-2017 05:00:00,61.37,04-02-2017 16:00:00
04-03-2017,Rain in the morning and overnight.,partly-cloudy-day,04-03-2017 06:38:07,04-03-2017 19:25:24,0.26,0,0,0,63.68,04-03-2017 15:00:00,47,04-04-2017 02:00:00,63.68,04-03-2017 15:00:00,45.81,04-04-2017 02:00:00,37.45,04-03-2017 07:00:00,63.68,04-03-2017 15:00:00,37.45,04-03-2017 07:00:00,63.68,04-03-2017 15:00:00
04-04-2017,Rain until evening.,rain,04-04-2017 06:36:29,04-04-2017 19:26:26,0.29,0.2915,04-04-2017 03:00:00,1,50.86,04-04-2017 14:00:00,45.7,04-05-2017 07:00:00,50.86,04-04-2017 14:00:00,45.7,04-05-2017 07:00:00,47,04-04-2017 02:00:00,50.86,04-04-2017 14:00:00,45.81,04-04-2017 02:00:00,50.86,04-04-2017 14:00:00
04-05-2017,Foggy in the morning.,partly-cloudy-day,04-05-2017 06:34:51,04-05-2017 19:27:28,0.33,0,0,0,62.92,04-05-2017 17:00:00,40.4,04-06-2017 08:00:00,62.92,04-05-2017 17:00:00,36.51,04-06-2017 08:00:00,45.7,04-05-2017 07:00:00,62.92,04-05-2017 17:00:00,45.7,04-05-2017 07:00:00,62.92,04-05-2017 17:00:00
04-06-2017,Rain until evening.,rain,04-06-2017 06:33:14,04-06-2017 19:28:31,0.36,0.3147,04-06-2017 17:00:00,1,46.66,04-06-2017 19:00:00,43.37,04-07-2017 06:00:00,46.66,04-06-2017 19:00:00,40.88,04-07-2017 07:00:00,40.16,04-06-2017 09:00:00,47.68,04-06-2017 23:00:00,36.06,04-06-2017 09:00:00,46.66,04-06-2017 19:00:00
04-07-2017,Possible drizzle in the afternoon.,rain,04-07-2017 06:31:38,04-07-2017 19:29:33,0.4,0.0019,04-07-2017 13:00:00,0.38,47.05,04-07-2017 15:00:00,37.57,04-08-2017 07:00:00,43.66,04-07-2017 15:00:00,34.21,04-08-2017 01:00:00,39.36,04-07-2017 23:00:00,48.52,04-07-2017 01:00:00,34.56,04-07-2017 23:00:00,46.47,04-07-2017 01:00:00
04-08-2017,Clear throughout the day.,partly-cloudy-day,04-08-2017 06:30:02,04-08-2017 19:30:36,0.43,0,0,0,55.66,04-08-2017 16:00:00,33.56,04-09-2017 07:00:00,55.66,04-08-2017 16:00:00,33.56,04-09-2017 07:00:00,37.57,04-08-2017 07:00:00,55.66,04-08-2017 16:00:00,34.21,04-08-2017 01:00:00,55.66,04-08-2017 16:00:00
04-09-2017,Clear throughout the day.,clear-day,04-09-2017 06:28:26,04-09-2017 19:31:38,0.46,0,0,0,67.47,04-09-2017 17:00:00,42.56,04-10-2017 07:00:00,67.47,04-09-2017 17:00:00,42.56,04-10-2017 07:00:00,33.56,04-09-2017 07:00:00,67.47,04-09-2017 17:00:00,33.56,04-09-2017 07:00:00,67.47,04-09-2017 17:00:00
04-10-2017,Clear throughout the day.,clear-day,04-10-2017 06:26:51,04-10-2017 19:32:41,0.49,0,0,0,79.4,04-10-2017 16:00:00,54.49,04-11-2017 07:00:00,79.4,04-10-2017 16:00:00,54.49,04-11-2017 07:00:00,42.56,04-10-2017 07:00:00,79.4,04-10-2017 16:00:00,42.56,04-10-2017 07:00:00,79.4,04-10-2017 16:00:00
04-11-2017,Clear throughout the day.,clear-day,04-11-2017 06:25:17,04-11-2017 19:33:44,0.52,0,0,0,83.27,04-11-2017 15:00:00,54.39,04-12-2017 07:00:00,83.27,04-11-2017 15:00:00,54.39,04-12-2017 07:00:00,54.49,04-11-2017 07:00:00,83.27,04-11-2017 15:00:00,54.49,04-11-2017 07:00:00,83.27,04-11-2017 15:00:00
04-12-2017,Drizzle in the afternoon.,rain,04-12-2017 06:23:43,04-12-2017 19:34:47,0.56,0.0076,04-12-2017 12:00:00,0.67,74.83,04-12-2017 17:00:00,46.07,04-13-2017 06:00:00,74.83,04-12-2017 17:00:00,44.61,04-13-2017 07:00:00,54.39,04-12-2017 07:00:00,74.83,04-12-2017 17:00:00,54.39,04-12-2017 07:00:00,74.83,04-12-2017 17:00:00
04-13-2017,Clear throughout the day.,clear-day,04-13-2017 06:22:10,04-13-2017 19:35:49,0.59,0,0,0,63.03,04-13-2017 16:00:00,42,04-14-2017 05:00:00,63.03,04-13-2017 16:00:00,42,04-14-2017 05:00:00,46.07,04-13-2017 06:00:00,63.03,04-13-2017 16:00:00,44.61,04-13-2017 07:00:00,63.03,04-13-2017 16:00:00
04-14-2017,Partly cloudy throughout the day.,partly-cloudy-day,04-14-2017 06:20:38,04-14-2017 19:36:52,0.62,0,0,0,64.44,04-14-2017 17:00:00,39.96,04-15-2017 06:00:00,64.44,04-14-2017 17:00:00,39.96,04-15-2017 06:00:00,42,04-14-2017 05:00:00,64.44,04-14-2017 17:00:00,42,04-14-2017 05:00:00,64.44,04-14-2017 17:00:00
04-15-2017,Mostly cloudy throughout the day.,partly-cloudy-day,04-15-2017 06:19:06,04-15-2017 19:37:55,0.65,0,0,0,65.03,04-15-2017 16:00:00,57.12,04-16-2017 04:00:00,65.03,04-15-2017 16:00:00,57.12,04-16-2017 04:00:00,39.96,04-15-2017 06:00:00,65.03,04-15-2017 16:00:00,39.96,04-15-2017 06:00:00,65.03,04-15-2017 16:00:00
04-16-2017,Partly cloudy throughout the day.,partly-cloudy-day,04-16-2017 06:17:35,04-16-2017 19:38:59,0.68,0.0026,04-16-2017 17:00:00,0.21,83.91,04-16-2017 14:00:00,62.59,04-17-2017 07:00:00,83.91,04-16-2017 14:00:00,62.59,04-17-2017 07:00:00,57.12,04-16-2017 04:00:00,83.91,04-16-2017 14:00:00,57.12,04-16-2017 04:00:00,83.91,04-16-2017 14:00:00
04-17-2017,Partly cloudy throughout the day.,partly-cloudy-day,04-17-2017 06:16:05,04-17-2017 19:40:02,0.71,0,0,0,70.58,04-17-2017 15:00:00,47.84,04-18-2017 07:00:00,70.58,04-17-2017 15:00:00,47.84,04-18-2017 07:00:00,59.01,04-17-2017 23:00:00,70.58,04-17-2017 15:00:00,59.01,04-17-2017 23:00:00,70.58,04-17-2017 15:00:00
04-18-2017,Clear throughout the day.,clear-day,04-18-2017 06:14:36,04-18-2017 19:41:05,0.74,0,0,0,64.25,04-18-2017 15:00:00,43.73,04-19-2017 07:00:00,64.25,04-18-2017 15:00:00,43.65,04-19-2017 08:00:00,47.63,04-18-2017 23:00:00,64.25,04-18-2017 15:00:00,47.63,04-18-2017 23:00:00,64.25,04-18-2017 15:00:00
04-19-2017,Mostly cloudy throughout the day.,partly-cloudy-day,04-19-2017 06:13:07,04-19-2017 19:42:08,0.77,0,0,0,53.41,04-19-2017 14:00:00,48.72,04-19-2017 21:00:00,53.41,04-19-2017 14:00:00,47.86,04-19-2017 19:00:00,43.73,04-19-2017 07:00:00,53.41,04-19-2017 14:00:00,43.65,04-19-2017 08:00:00,53.41,04-19-2017 14:00:00
04-20-2017,Light rain in the morning and overnight.,rain,04-20-2017 06:11:40,04-20-2017 19:43:12,0.8,0.0232,04-20-2017 08:00:00,0.85,64.89,04-20-2017 17:00:00,48.21,04-21-2017 08:00:00,64.89,04-20-2017 17:00:00,47.85,04-21-2017 04:00:00,49.17,04-20-2017 00:00:00,64.89,04-20-2017 17:00:00,49.17,04-20-2017 00:00:00,64.89,04-20-2017 17:00:00
04-21-2017,Light rain in the morning.,rain,04-21-2017 06:10:13,04-21-2017 19:44:15,0.84,0.0712,04-21-2017 02:00:00,0.94,54.16,04-21-2017 17:00:00,49.84,04-22-2017 02:00:00,54.16,04-21-2017 17:00:00,49.84,04-22-2017 02:00:00,48.21,04-21-2017 08:00:00,54.16,04-21-2017 17:00:00,47.85,04-21-2017 04:00:00,54.16,04-21-2017 17:00:00
04-22-2017,Drizzle in the afternoon and evening.,rain,04-22-2017 06:08:48,04-22-2017 19:45:19,0.87,0.0102,04-22-2017 16:00:00,0.75,54.4,04-22-2017 12:00:00,42.43,04-23-2017 07:00:00,54.4,04-22-2017 12:00:00,42.43,04-23-2017 07:00:00,49.38,04-22-2017 23:00:00,54.4,04-22-2017 12:00:00,49.38,04-22-2017 23:00:00,54.4,04-22-2017 12:00:00
04-23-2017,Clear throughout the day.,clear-day,04-23-2017 06:07:23,04-23-2017 19:46:22,0.91,0,0,0,65.09,04-23-2017 16:00:00,42.16,04-24-2017 05:00:00,65.09,04-23-2017 16:00:00,42.16,04-24-2017 05:00:00,42.43,04-23-2017 07:00:00,65.09,04-23-2017 16:00:00,42.43,04-23-2017 07:00:00,65.09,04-23-2017 16:00:00
04-24-2017,Mostly cloudy throughout the day.,partly-cloudy-day,04-24-2017 06:05:59,04-24-2017 19:47:26,0.94,0,0,0,58.27,04-24-2017 14:00:00,49.91,04-25-2017 07:00:00,58.27,04-24-2017 14:00:00,48.51,04-25-2017 07:00:00,42.16,04-24-2017 05:00:00,58.27,04-24-2017 14:00:00,42.16,04-24-2017 05:00:00,58.27,04-24-2017 14:00:00
04-25-2017,Rain throughout the day.,rain,04-25-2017 06:04:37,04-25-2017 19:48:30,0.98,0.1334,04-25-2017 20:00:00,1,54.85,04-25-2017 15:00:00,52.39,04-25-2017 23:00:00,54.85,04-25-2017 15:00:00,52.39,04-25-2017 23:00:00,49.91,04-25-2017 07:00:00,54.85,04-25-2017 15:00:00,48.51,04-25-2017 07:00:00,54.85,04-25-2017 15:00:00
04-26-2017,Possible drizzle in the morning.,rain,04-26-2017 06:03:15,04-26-2017 19:49:33,0.02,0.0209,04-26-2017 00:00:00,1,61.01,04-26-2017 17:00:00,57.72,04-27-2017 06:00:00,61.01,04-26-2017 17:00:00,57.79,04-27-2017 06:00:00,52.57,04-26-2017 00:00:00,61.01,04-26-2017 17:00:00,52.57,04-26-2017 00:00:00,61.01,04-26-2017 17:00:00
04-27-2017,Overcast throughout the day.,cloudy,04-27-2017 06:01:55,04-27-2017 19:50:37,0.06,0.001,04-27-2017 02:00:00,0.18,70.27,04-27-2017 15:00:00,56.67,04-28-2017 03:00:00,70.34,04-27-2017 15:00:00,56.67,04-28-2017 03:00:00,57.41,04-27-2017 23:00:00,70.27,04-27-2017 15:00:00,57.41,04-27-2017 23:00:00,70.34,04-27-2017 15:00:00
04-28-2017,Foggy in the morning.,partly-cloudy-day,04-28-2017 06:00:36,04-28-2017 19:51:40,0.1,0.0009,04-28-2017 05:00:00,0.23,83.71,04-28-2017 16:00:00,62.35,04-29-2017 07:00:00,83.71,04-28-2017 16:00:00,62.68,04-29-2017 07:00:00,56.67,04-28-2017 03:00:00,83.71,04-28-2017 16:00:00,56.67,04-28-2017 03:00:00,83.71,04-28-2017 16:00:00
04-29-2017,Possible light rain in the morning.,rain,04-29-2017 05:59:17,04-29-2017 19:52:44,0.14,0.0835,04-29-2017 06:00:00,0.63,82.7,04-29-2017 16:00:00,57.53,04-30-2017 07:00:00,83.75,04-29-2017 15:00:00,57.53,04-30-2017 07:00:00,62.35,04-29-2017 07:00:00,82.7,04-29-2017 16:00:00,62.68,04-29-2017 07:00:00,83.75,04-29-2017 15:00:00
04-30-2017,Overcast throughout the day.,cloudy,04-30-2017 05:58:00,04-30-2017 19:53:47,0.18,0,0,0,61.55,04-30-2017 12:00:00,48.88,05-01-2017 06:00:00,61.55,04-30-2017 12:00:00,48.88,05-01-2017 06:00:00,51.25,04-30-2017 23:00:00,67.18,04-30-2017 00:00:00,51.25,04-30-2017 23:00:00,67.18,04-30-2017 00:00:00
05-01-2017,Mostly cloudy throughout the day.,partly-cloudy-day,05-01-2017 05:56:45,05-01-2017 19:54:50,0.21,0,0,0,74,05-01-2017 17:00:00,65.61,05-02-2017 08:00:00,74.21,05-01-2017 17:00:00,65.86,05-02-2017 08:00:00,48.88,05-01-2017 06:00:00,74,05-01-2017 17:00:00,48.88,05-01-2017 06:00:00,74.21,05-01-2017 17:00:00
05-02-2017,Possible drizzle in the morning.,rain,05-02-2017 05:55:30,05-02-2017 19:55:53,0.25,0.0118,05-02-2017 07:00:00,0.55,71.98,05-02-2017 16:00:00,56.54,05-03-2017 07:00:00,71.98,05-02-2017 16:00:00,56.54,05-03-2017 07:00:00,62.49,05-02-2017 23:00:00,71.98,05-02-2017 16:00:00,62.49,05-02-2017 23:00:00,71.98,05-02-2017 16:00:00
05-03-2017,Mostly cloudy throughout the day.,partly-cloudy-day,05-03-2017 05:54:17,05-03-2017 19:56:56,0.28,0,0,0,63.19,05-03-2017 16:00:00,40.5,05-04-2017 06:00:00,63.19,05-03-2017 16:00:00,40.5,05-04-2017 06:00:00,51.4,05-03-2017 23:00:00,63.19,05-03-2017 16:00:00,51.4,05-03-2017 23:00:00,63.19,05-03-2017 16:00:00
05-04-2017,Possible drizzle overnight.,partly-cloudy-day,05-04-2017 05:53:05,05-04-2017 19:57:59,0.32,0,0,0,61.05,05-04-2017 13:00:00,49.95,05-05-2017 04:00:00,61.05,05-04-2017 13:00:00,49.95,05-05-2017 04:00:00,40.5,05-04-2017 06:00:00,61.05,05-04-2017 13:00:00,40.5,05-04-2017 06:00:00,61.05,05-04-2017 13:00:00
05-05-2017,"Rain until afternoon, starting again overnight.",rain,05-05-2017 05:51:54,05-05-2017 19:59:02,0.35,0.3732,05-05-2017 13:00:00,1,58.26,05-05-2017 19:00:00,58.26,05-05-2017 19:00:00,58.38,05-05-2017 19:00:00,58.38,05-05-2017 19:00:00,49.95,05-05-2017 04:00:00,58.94,05-05-2017 22:00:00,49.95,05-05-2017 04:00:00,59.12,05-05-2017 22:00:00
05-06-2017,Drizzle in the morning.,rain,05-06-2017 05:50:45,05-06-2017 20:00:04,0.38,0.0243,05-06-2017 03:00:00,0.93,63.39,05-06-2017 14:00:00,48.64,05-07-2017 06:00:00,63.39,05-06-2017 14:00:00,48.64,05-07-2017 06:00:00,51.93,05-06-2017 23:00:00,63.39,05-06-2017 14:00:00,51.93,05-06-2017 23:00:00,63.39,05-06-2017 14:00:00
05-07-2017,Overcast throughout the day.,cloudy,05-07-2017 05:49:37,05-07-2017 20:01:07,0.41,0.002,05-07-2017 16:00:00,0.25,53.1,05-07-2017 13:00:00,40.33,05-08-2017 06:00:00,53.1,05-07-2017 13:00:00,40.33,05-08-2017 06:00:00,46.88,05-07-2017 23:00:00,53.1,05-07-2017 13:00:00,46.88,05-07-2017 23:00:00,53.1,05-07-2017 13:00:00
05-08-2017,Mostly cloudy throughout the day.,partly-cloudy-day,05-08-2017 05:48:30,05-08-2017 20:02:09,0.44,0,0,0,56.46,05-08-2017 18:00:00,41.31,05-09-2017 06:00:00,56.46,05-08-2017 18:00:00,41.31,05-09-2017 06:00:00,40.33,05-08-2017 06:00:00,56.46,05-08-2017 18:00:00,40.33,05-08-2017 06:00:00,56.46,05-08-2017 18:00:00
05-09-2017,Partly cloudy throughout the day.,partly-cloudy-day,05-09-2017 05:47:25,05-09-2017 20:03:10,0.47,0,0,0,60.02,05-09-2017 16:00:00,46.36,05-10-2017 06:00:00,60.02,05-09-2017 16:00:00,46.36,05-10-2017 06:00:00,41.31,05-09-2017 06:00:00,60.02,05-09-2017 16:00:00,41.31,05-09-2017 06:00:00,60.02,05-09-2017 16:00:00
05-10-2017,Mostly cloudy throughout the day.,partly-cloudy-day,05-10-2017 05:46:21,05-10-2017 20:04:12,0.5,0,0,0,62.08,05-10-2017 16:00:00,42.59,05-11-2017 06:00:00,62.08,05-10-2017 16:00:00,42.59,05-11-2017 06:00:00,46.36,05-10-2017 06:00:00,62.08,05-10-2017 16:00:00,46.36,05-10-2017 06:00:00,62.08,05-10-2017 16:00:00
05-11-2017,Partly cloudy throughout the day.,partly-cloudy-day,05-11-2017 05:45:19,05-11-2017 20:05:12,0.53,0,0,0,60.09,05-11-2017 14:00:00,41.47,05-12-2017 06:00:00,60.09,05-11-2017 14:00:00,41.47,05-12-2017 06:00:00,42.59,05-11-2017 06:00:00,60.09,05-11-2017 14:00:00,42.59,05-11-2017 06:00:00,60.09,05-11-2017 14:00:00
